 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
       12.38,       68.65,        6.67,       68.57,        6.66,       69.38,       12.36,       69.47,        8.79,        0.41,        1.32,        1.38,       16.24,        0.51,        3.63,        3.67,       16.01,        0.65,        4.38,        4.42,        6.53,        0.00,        4.10,        4.10
       22.19,       68.79,       16.48,       68.71,       16.46,       69.55,       22.17,       69.66,        9.48,        0.36,        1.32,        1.37,       15.76,        0.43,        3.63,        3.66,       16.35,        0.56,        4.38,        4.41,        6.88,        0.00,        4.10,        4.10
       36.89,       69.03,       31.18,       68.93,       31.16,       69.87,       36.87,       70.04,        6.07,        0.45,        1.32,        1.39,       19.24,        1.05,        3.63,        3.78,       19.37,        1.14,        4.38,        4.52,        5.16,        0.00,        4.10,        4.10
       46.69,       69.23,       40.97,       69.10,       40.95,       70.18,       46.66,       70.42,        6.54,        0.39,        1.32,        1.38,       17.02,        0.53,        3.63,        3.67,       18.55,        0.66,        4.38,        4.43,        4.92,        0.00,        4.10,        4.10
       51.58,       69.35,       45.87,       69.20,       45.85,       70.38,       51.56,       70.67,        5.81,        0.42,        1.32,        1.39,       17.88,        0.58,        3.63,        3.68,       18.54,        0.72,        4.38,        4.44,        4.49,        0.00,        4.10,        4.10
       56.47,       69.51,       50.76,       69.33,       50.74,       70.62,       56.45,       71.00,        4.63,        0.48,        1.32,        1.40,       16.64,        0.66,        3.63,        3.69,       19.11,        0.82,        4.38,        4.45,        4.89,        0.00,        4.10,        4.10
       61.36,       69.70,       55.65,       69.47,       55.62,       70.93,       61.33,       71.43,        3.53,        0.56,        1.32,        1.43,       16.73,        1.48,        3.63,        3.92,       17.56,        1.58,        4.38,        4.65,        4.14,        0.00,        4.10,        4.10
       76.02,       71.03,       70.31,       70.28,       70.26,       72.75,       75.96,       74.47,        4.86,        0.55,        1.32,        1.43,       18.80,        0.83,        3.63,        3.73,       17.14,        0.99,        4.38,        4.49,        3.47,        0.00,        4.10,        4.10
      -75.09,       62.61,      -80.77,       59.19,      -80.86,       64.35,      -75.15,       65.81,        5.38,        0.45,        1.32,        1.40,       16.18,        0.64,        3.63,        3.69,       18.92,        0.79,        4.38,        4.45,        3.38,        0.00,        4.10,        4.10
      -65.34,       64.80,      -71.04,       63.79,      -71.08,       66.32,      -65.37,       66.76,        6.15,        0.32,        1.32,        1.36,       16.18,        0.45,        3.63,        3.66,       17.49,        0.55,        4.38,        4.41,        3.40,        0.00,        4.10,        4.10
      -40.86,       66.50,      -46.57,       66.27,      -46.59,       67.45,      -40.88,       67.57,        6.79,        0.28,        1.32,        1.35,       17.99,        0.57,        3.63,        3.68,       20.66,        0.64,        4.38,        4.42,        3.78,        0.00,        4.10,        4.10
      -31.06,       66.80,      -36.76,       66.64,      -36.78,       67.64,      -31.07,       67.74,        6.11,        0.24,        1.32,        1.34,       16.99,        0.33,        3.63,        3.65,       18.53,        0.41,        4.38,        4.40,        3.53,        0.00,        4.10,        4.10
      -16.34,       67.12,      -22.05,       67.01,      -22.06,       67.87,      -16.35,       67.96,        7.83,        0.24,        1.32,        1.34,       15.25,        0.30,        3.63,        3.65,       18.17,        0.38,        4.38,        4.39,        5.21,        0.00,        4.10,        4.10
        8.20,       67.50,        2.49,       67.42,        2.48,       68.22,        8.18,       68.31,        7.49,        0.25,        1.32,        1.34,       14.89,        0.31,        3.63,        3.65,       17.57,        0.39,        4.38,        4.39,        6.98,        0.00,        4.10,        4.10
       13.10,       67.57,        7.40,       67.49,        7.38,       68.30,       13.09,       68.39,        7.00,        0.24,        1.32,        1.34,       15.45,        0.31,        3.63,        3.65,       16.69,        0.39,        4.38,        4.39,        6.69,        0.00,        4.10,        4.10
       37.62,       67.94,       31.91,       67.84,       31.90,       68.79,       37.60,       68.96,        7.37,        0.33,        1.32,        1.36,       17.25,        0.43,        3.63,        3.66,       17.52,        0.54,        4.38,        4.41,        5.19,        0.00,        4.10,        4.10
       42.52,       68.03,       36.81,       67.92,       36.79,       68.94,       42.50,       69.14,        6.99,        0.37,        1.32,        1.37,       17.35,        0.49,        3.63,        3.67,       17.63,        0.61,        4.38,        4.42,        4.90,        0.00,        4.10,        4.10
       47.42,       68.14,       41.71,       68.01,       41.69,       69.10,       47.40,       69.34,        7.46,        0.33,        1.32,        1.36,       16.84,        0.43,        3.63,        3.66,       16.73,        0.54,        4.38,        4.41,        4.95,        0.00,        4.10,        4.10
       57.20,       68.42,       51.49,       68.23,       51.47,       69.56,       57.18,       69.94,        5.88,        0.37,        1.32,        1.37,       17.26,        0.51,        3.63,        3.67,       16.10,        0.63,        4.38,        4.42,        4.62,        0.00,        4.10,        4.10
      -54.56,       50.74,      -60.26,       50.35,      -60.28,       51.94,      -54.58,       52.09,        6.44,        0.38,        1.32,        1.37,       15.88,        0.85,        3.63,        3.73,       17.09,        0.93,        4.38,        4.47,        3.74,        0.00,        4.10,        4.10
      -49.64,       50.99,      -55.34,       50.69,      -55.36,       52.07,      -49.66,       52.19,        6.12,        0.34,        1.32,        1.36,       15.35,        0.73,        3.63,        3.71,       17.42,        0.81,        4.38,        4.45,        4.30,        0.00,        4.10,        4.10
      -44.73,       51.19,      -50.42,       50.95,      -50.44,       52.18,      -44.74,       52.28,        6.04,        0.30,        1.32,        1.35,       14.85,        0.63,        3.63,        3.69,       17.29,        0.70,        4.38,        4.43,        3.54,        0.00,        4.10,        4.10
      -39.81,       51.35,      -45.50,       51.16,      -45.52,       52.27,      -39.82,       52.35,        5.86,        0.24,        1.32,        1.34,       17.82,        0.36,        3.63,        3.65,       17.60,        0.43,        4.38,        4.40,        3.56,        0.00,        4.10,        4.10
      -25.03,       51.69,      -30.73,       51.57,      -30.74,       52.47,      -25.05,       52.54,        6.26,        0.22,        1.32,        1.34,       16.89,        0.46,        3.63,        3.66,       20.12,        0.51,        4.38,        4.41,        4.24,        0.00,        4.10,        4.10
      -20.11,       51.77,      -25.80,       51.67,      -25.82,       52.53,      -20.12,       52.59,        7.66,        0.24,        1.32,        1.34,       15.12,        0.41,        3.63,        3.66,       20.57,        0.47,        4.38,        4.40,        6.39,        0.00,        4.10,        4.10
      -15.18,       51.85,      -20.88,       51.76,      -20.89,       52.58,      -15.19,       52.64,        8.24,        0.25,        1.32,        1.34,       13.21,        0.38,        3.63,        3.65,       20.17,        0.46,        4.38,        4.40,        8.73,        0.00,        4.10,        4.10
      -10.25,       51.91,      -15.95,       51.83,      -15.96,       52.63,      -10.27,       52.70,        7.55,        0.23,        1.32,        1.34,       14.63,        0.38,        3.63,        3.65,       19.75,        0.45,        4.38,        4.40,        9.12,        0.00,        4.10,        4.10
        4.52,       52.09,       -1.18,       52.02,       -1.19,       52.80,        4.51,       52.87,        9.12,        0.26,        1.32,        1.35,       11.94,        0.28,        3.63,        3.64,       18.59,        0.38,        4.38,        4.39,       11.88,        0.00,        4.10,        4.10
       14.36,       52.19,        8.66,       52.13,        8.65,       52.92,       14.35,       53.00,        8.09,        0.25,        1.32,        1.34,       13.96,        0.29,        3.63,        3.64,       16.28,        0.38,        4.38,        4.39,        8.15,        0.00,        4.10,        4.10
       58.53,       52.81,       52.82,       52.68,       52.80,       54.04,       58.51,       54.40,        6.95,        0.43,        1.32,        1.39,       17.50,        0.57,        3.63,        3.68,       15.48,        0.71,        4.38,        4.43,        4.20,        0.00,        4.10,        4.10
       82.93,       55.36,       77.21,       53.91,       77.16,       57.75,       82.83,       62.24,        4.76,        1.04,        1.32,        1.68,       18.34,        1.42,        3.63,        3.90,       16.71,        1.76,        4.38,        4.72,        3.35,        0.00,        4.10,        4.10
      -63.15,       43.68,      -68.85,       43.02,      -68.88,       45.26,      -63.17,       45.46,        9.42,        0.99,        1.32,        1.65,       15.25,        1.22,        3.63,        3.83,       16.21,        1.57,        4.38,        4.65,        3.12,        0.00,        4.10,        4.10
      -58.24,       44.06,      -63.95,       43.61,      -63.97,       45.43,      -58.26,       45.58,       11.04,        0.83,        1.32,        1.56,       16.00,        0.96,        3.63,        3.76,       15.11,        1.27,        4.38,        4.56,        3.18,        0.00,        4.10,        4.10
      -53.34,       44.34,      -59.04,       44.01,      -59.06,       45.56,      -53.36,       45.67,       10.18,        0.65,        1.32,        1.47,       15.24,        0.76,        3.63,        3.71,       15.24,        1.01,        4.38,        4.49,        3.94,        0.00,        4.10,        4.10
      -43.52,       44.72,      -49.22,       44.52,      -49.24,       45.73,      -43.53,       45.80,        7.47,        0.54,        1.32,        1.43,       17.78,        0.72,        3.63,        3.70,       15.12,        0.90,        4.38,        4.47,        3.24,        0.00,        4.10,        4.10
      -38.60,       44.86,      -44.31,       44.69,      -44.32,       45.79,      -38.62,       45.86,        8.34,        0.53,        1.32,        1.42,       17.35,        0.67,        3.63,        3.69,       15.35,        0.85,        4.38,        4.46,        3.40,        0.00,        4.10,        4.10
      -33.69,       44.97,      -39.39,       44.83,      -39.40,       45.85,      -33.70,       45.91,        9.69,        0.51,        1.32,        1.42,       15.69,        0.60,        3.63,        3.68,       15.27,        0.79,        4.38,        4.45,        4.61,        0.00,        4.10,        4.10
       -4.16,       45.39,       -9.86,       45.33,       -9.87,       46.12,       -4.17,       46.17,        8.41,        0.27,        1.32,        1.35,       12.16,        0.39,        3.63,        3.65,       19.03,        0.47,        4.38,        4.40,       11.32,        0.00,        4.10,        4.10
       69.50,       46.35,       63.78,       46.16,       63.76,       48.03,       69.47,       48.73,        6.98,        0.58,        1.32,        1.44,       17.37,        0.79,        3.63,        3.72,       17.38,        0.98,        4.38,        4.49,        3.32,        0.00,        4.10,        4.10
       74.39,       46.62,       68.67,       46.32,       68.64,       48.60,       74.35,       49.72,        7.56,        0.62,        1.32,        1.46,       13.52,        0.80,        3.63,        3.72,       18.87,        1.01,        4.38,        4.49,        3.64,        0.00,        4.10,        4.10
